"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","W8gobe","wiI7pd","RfDO5c","RfDO5c 2","RfDO5c 3","RfDO5c 4","RfDO5c 5","RfDO5c 6","RfDO5c 7","RfDO5c 8","RfDO5c 9","RfDO5c 10","RfDO5c 11","RfDO5c 12","dSlJg src","znYl0","dSlJg src 2","znYl0 2","w8nwRe"
"https://lh3.googleusercontent.com/a-/ALV-UjW7Xpnj-Yqdl-KQkPuYHgz6VRgwfbNb17fSe4NHQsupW-0=w36-h36-p-rp-mo-ba3-br100","توفق ئرفينطا","Local Guide · 33 ulasan · 1 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","tekstur bebeknya juaraaaa...... entah kenapa kok beda sama yg d cabang2 lain, enak yg disini.. lembut banget","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","4","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWdoPceul7CKm7Lar-qacP6Wt0NVaKtAAAQkLFuwNuNxZ0=w36-h36-p-rp-mo-ba4-br100","Pepiet Elyswisnoto","Local Guide · 2 ulasan · 312 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjX1yp8gg_oj-vp2jEyf7scKnu6VEVkjDZpKDYyYQwyu6w=w36-h36-p-rp-mo-ba2-br100","jiwanda putrista","Local Guide · 11 ulasan · 3 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjUMa9fnxNOeGhjDa2nfitekme1vYjFWhgT1kXT-3R3Mp5iC=w36-h36-p-rp-mo-ba5-br100","Muhammad Sutrisno","Local Guide · 130 ulasan · 473 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","Good sesuai pesanan aplikasi 🔥😁","Layanan","Makan di tempat","Jenis makanan","Sarapan siang","Tarif per orang","Rp 1–25.000","5","Makanan:","4","Layanan:","4","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUH4pEbI-WUEttLwYVfrLezHjMV9Yzg4Blq7iOuc6VQe9kM=w36-h36-p-rp-mo-ba5-br100","Victoria Adeline Ayu","Local Guide · 269 ulasan · 656 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","tempatnya luas
bebas mau pilih duduk di sebelah mana
rasanya sama persis dg pelopor warung bebek sinjay  yg semula
tapi sayangnya, pas order minta bebek dada, katanya tinggal paha aja, eehhh setelah makan, ada yg baru datang, di piringnya malah dada semua
hmmmmmmmmm.......
daannnn di sini sayangnya ga ada tissue, baik di meja/di tempat cuci tangan juga ga ada blaasssss
mungkin next bisa diperbaiki terkait 2 hal ini","Layanan","Makan di tempat","Jenis makanan","Makan malam","Tarif per orang","Rp 50.000–75.000","5","Makanan:","3","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXuOJqZUVWQhTowSNCXWfNrmAvbPBmXB0BUKStz7Q4ikIo=w36-h36-p-rp-mo-ba3-br100","Arianto Arie","Local Guide · 38 ulasan · 6 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Murah, Enak","5","5","","5","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocLUQgHdPQA5BlIlu3KAX64He-6hDEyc60eWqzPkQuD7=w36-h36-p-rp-mo-br100","Dian Anggraeni","8 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjXUw7PDdniwbNVfViT2fo9CdhRp-5ISnr5XREOSRYYQbR0=w36-h36-p-rp-mo-ba2-br100","Bq Risma","Local Guide · 11 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Bebek empuk , porsi besar dengan harga murah.","Layanan","Makan di tempat","Jenis makanan","Makan malam","Tarif per orang","Rp 25.000–50.000","5","Makanan:","3","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVbejY2yaYggbPHnRp70TzLG_QQpALx7lxFN9g8AZqSDg=w36-h36-p-rp-mo-br100","Denik Suci","4 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Layak di kunjungi lagi jika jalan2 di madura","5","5","","5","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocKuzm1SWmgGHnytPVGYK8yTKyPlBCnSE9yKARIFqrkz=w36-h36-p-rp-mo-br100","Nurcholis Nurcholis","22 ulasan · 7 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","Ramai sekali suasananya dan parkiran luas pokoknya mantap banget","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","4","Makanan:","5","Layanan:","4","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjU_rBxrxPzcCAKZOL1D9x0VMVFB_RJ76Nf2vJo7KvXNSw=w36-h36-p-rp-mo-ba4-br100","Djefri Jamhari","Local Guide · 148 ulasan · 29 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjURr5MwMVreyueI2-bOl5RUNwn_tLq1GhHYokrwuYYsu3Q=w36-h36-p-rp-mo-br100","Swanrosel","1 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","Pelayanan sangat buruk, saya jauh-jauh dari Jakarta kesan pertama nyobain memang enak bebeknya, tapi pelayannya agak jutek/ketus tapi karena makanan nya enak jadi saya mencoba untuk kesini lagi yg kedua kali, dan kali ini saya di dapati pelayan yg sama jutek-jutek banget dan tidak sopan, rasa makanan nya pun agak berubah jadi biasa saja, next saya jadi ga akan kesini lagi karena rasa sudah berubah ditambah pelayanan nya yg tidak ramah dan tidak ada sopan satun, mending saya makan di tempat lain dan lastly tempat jorok karena terlalu ramai.","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","3","","","Makanan:","3","Layanan:","Bebek Goreng Sinjay","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWdIH9SAPKm3MZCmv65T0wPdXBS9qNVECNFqWhaSZiQkw=w36-h36-p-rp-mo-br100","Don Jimmy","36 ulasan · 18 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Rasa bebek yg mantap, untuk pengambilan makan dan minum hrp pelanggan di arahkan untuk duduk biar di panggil melalui pengeras suara biar tidak menumpuk antri org² untuk mengambil makan dan minum","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUrIngj7M4inS_mtMwgU7aEyJdnMlUlcntCSDheBHIDv1k=w36-h36-p-rp-mo-ba3-br100","Naura Ridwan","Local Guide · 37 ulasan · 40 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjXSVznJrTQja8uTJoYPc5C-pbq75bNUH10lOPibqQ7dlg=w36-h36-p-rp-mo-ba5-br100","Daniel Sugondo","Local Guide · 278 ulasan · 840 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Bebek Sinjay ⭐️⭐️⭐️⭐️⭐️

Daniel like it …","","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjUBfT6I-tBeItb8kRsHJezG5mU7T5zBK5BS1Bg3-F3BOxs=w36-h36-p-rp-mo-ba4-br100","Mahendra Noervinady","Local Guide · 48 ulasan · 82 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWUpPunX_b_s6UoneDMqsJTXtAKXjK1Hh81kYQOSLjt1PA=w36-h36-p-rp-mo-ba3-br100","Yulianto Iriawan","Local Guide · 28 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","3…","Makanan:","","","","3","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjXoHfDhqL__VSTs_aEtx5S06V0txW3DvONUv0hqdZT1k7w=w36-h36-p-rp-mo-ba4-br100","Dyah Ayu P.M","Local Guide · 73 ulasan · 13 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","3…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjV3hzlZLkgTQE3iQHU3qAHugAiFUkB8IWHImn0XIZ1lfVI=w36-h36-p-rp-mo-br100","Saffakfara@gmail.com Madurasa","2 ulasan · 2 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWDz1caXx0NQsQca3qo_9S7yroviImAiy9oUcaj___stA=w36-h36-p-rp-mo-ba3-br100","Yola Endara","Local Guide · 19 ulasan · 62 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a/ACg8ocKMBvSmcOzxM-xoqanAwGOZrEuMMVJsTDQ8VuDLJ02uVQ=w36-h36-p-rp-mo-ba2-br100","Hario Satriadi","Local Guide · 17 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjWCQRCCvaZvNHLwew1z47_VvkXWJwXMSK4yOBAspN66Nn1t=w36-h36-p-rp-mo-ba3-br100","Ridwan Rasyid","Local Guide · 20 ulasan · 19 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUx44hNxKmZCFjoIf_WyjwM0jG5RltNoAq4azQs8yv4w14=w36-h36-p-rp-mo-br100","Candra Arddhika","1 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVKeT7buThy2TRqmB3omkvQKrzecpNSVIAACNvJOReHPtg=w36-h36-p-rp-mo-ba5-br100","Nyanyian Rindu","Local Guide · 240 ulasan · 16 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","Entah apa kelebihannya rasa makanannya standar aja. Terserah mau menilai apa namun tidak se viral di medsos","Layanan","Makan di tempat","Jenis makanan","Lainnya","3","","","Makanan:","3","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUn5ujpnKnSxmwmYf2MJiC9x975NzvaqkwtGjKk8W910eYh=w36-h36-p-rp-mo-ba6-br100","Jus Qomar AR","Local Guide · 391 ulasan · 1.120 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Rasanya belum afdhol ke Bangkalan kalau belum mampir Bebek Sinjay. Selalu menjadi menu favorit. Daging bebeknya empuk & tidak lengur. Yang khas adalah sambal pencitnya.

Sempat kaget saat pesan ""paket bebek+es teh"" Mbak kasirnya bilang totalnya 128rb, sempat mikir kalo ini paket 1 ekor. Sampai mengulangi tanya harga perpaket. Ternyata mbaknya hitung 4 paket, tanpa menanyakan jumlah pesanan sebelumnya.

Tapi masih oke lah, pesanan jg cepat selesai.
Sekarang sudah ada masjid di sisi kanan.","Layanan","Makan di tempat","Jenis makanan","Sarapan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","4","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWThObpx-KpR4HAEYnGf2hspN5O-xhDofpQP3eWrZrazEc=w36-h36-p-rp-mo-ba3-br100","didy ramadhan","Local Guide · 10 ulasan · 46 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","Enak , sambal pencit TOP","4","3","","4","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
